Kannada,English
ರೈಫಲ್,rifle
ಸರಿ,right
ರಿಂಗ್,ring
ಏರಿಕೆ,rise
ಅಪಾಯ,risk
ನದಿ,river
ರಸ್ತೆ,road
ಬಂಡೆ,rock
ಪಾತ್ರ,role
ರೋಲ್,roll
ರೋಮ್ಯಾಂಟಿಕ್,romantic
ಛಾವಣಿ,roof
ಕೊಠಡಿ,room
ಬೇರು,root
ಹಗ್ಗ,rope
ಗುಲಾಬಿ,rose
ಒರಟು,rough
ಸ್ಥೂಲವಾಗಿ,roughly
ಸುತ್ತಿನಲ್ಲಿ,round
ಮಾರ್ಗ,route
ದಿನಚರಿ,routine
ಸಾಲು,row
ರಬ್,rub
ನಿಯಮ,rule
ಓಡು,run
ಓಡುತ್ತಿದೆ,running
ಗ್ರಾಮೀಣ,rural
ವಿಪರೀತ,rush
ರಷ್ಯನ್,Russian
ಪವಿತ್ರ,sacred
ದುಃಖ,sad
ಸುರಕ್ಷಿತ,safe
ಸುರಕ್ಷತೆ,safety
ಹೇಳಿದರು,said
ನೌಕಾಯಾನ,sail
ಸಲುವಾಗಿ,sake
ಸಲಾಡ್,salad
ಸಂಬಳ,salary
ಮಾರಾಟ,sale
ಮಾರಾಟ,sales
ಉಪ್ಪು,salt
ಅದೇ,same
ಮಾದರಿ,sample
ಮಂಜೂರಾತಿ,sanction
ಮರಳು,sand
ಕುಳಿತು,sat
ಉಪಗ್ರಹ,satellite
ತೃಪ್ತಿ,satisfaction
ತೃಪ್ತಿ,satisfy
ಸಾಸ್,sauce
ಉಳಿಸಿ,save
ಉಳಿತಾಯ,saving
ಕಂಡಿತು,saw
ಹೇಳು,say
ಪ್ರಮಾಣದ,scale
ಹಗರಣ,scandal
ಹೆದರಿದ,scared
ಸನ್ನಿವೇಶ,scenario
ದೃಶ್ಯ,scene
ವೇಳಾಪಟ್ಟಿ,schedule
ಯೋಜನೆ,scheme
ವಿದ್ವಾಂಸ,scholar
ವಿದ್ಯಾರ್ಥಿವೇತನ,scholarship
ಶಾಲೆ,school
ವಿಜ್ಞಾನ,science
ವೈಜ್ಞಾನಿಕ,scientific
ವಿಜ್ಞಾನಿ,scientist
ವ್ಯಾಪ್ತಿ,scope
ಸ್ಕೋರ್,score
ಕಿರುಚು,scream
ಪರದೆಯ,screen
ಲಿಪಿ,script
ಸಮುದ್ರ,sea
ಹುಡುಕಿ Kannada,search
ತು,season
ಆಸನ,seat
ಎರಡನೇ,second
ರಹಸ್ಯ,secret
ಕಾರ್ಯದರ್ಶಿ,secretary
ವಿಭಾಗ,section
ವಲಯ,sector
ಸುರಕ್ಷಿತ,secure
ಭದ್ರತೆ,security
ನೋಡಿ,see
ಬೀಜ,seed
ಹುಡುಕುವುದು,seek
ತೋರುತ್ತದೆ,seem
ವಿಭಾಗ,segment
ವಶಪಡಿಸಿಕೊಳ್ಳಿ,seize
ಆಯ್ಕೆ ಮಾಡಿ,select
ಆಯ್ಕೆ,selection
ಸ್ವಯಂ,self
ಮಾರಾಟ,sell
ಸೆನೆಟ್,Senate
ಸೆನೆಟರ್,senator
ಕಳುಹಿಸು,send
ಹಿರಿಯ,senior
ಅರ್ಥ,sense
ಸೂಕ್ಷ್ಮ,sensitive
ಕಳುಹಿಸಲಾಗಿದೆ,sent
ವಾಕ್ಯ,sentence
ಪ್ರತ್ಯೇಕ,separate
ಅನುಕ್ರಮ,sequence
ಸರಣಿ,series
ಗಂಭೀರ,serious
ಗಂಭೀರವಾಗಿ,seriously
ಸೇವೆ,serve
ಸೇವೆ,service
ಅಧಿವೇಶನ,session
ಸೆಟ್,set
ಸೆಟ್ಟಿಂಗ್,setting
ಇತ್ಯರ್ಥ,settle
ವಸಾಹತು,settlement
ಏಳು,seven
ಹಲವಾರು,several
ತೀವ್ರ,severe
ಸೆಕ್ಸ್,sex
ಲೈಂಗಿಕ,sexual
ನೆರಳು,shade
ನೆರಳು,shadow
ಅಲುಗಾಡಿಸಿ,shake
ಹಾಗಿಲ್ಲ,shall
ಆಕಾರ,shape
ಹಂಚಿಕೊಳ್ಳಿ,share
ಚೂಪಾದ,sharp
ಅವಳು,she
ಹಾಳೆ,sheet
ಕಪಾಟು,shelf
ಶೆಲ್,shell
ಆಶ್ರಯ,shelter
ಶಿಫ್ಟ್,shift
ಹೊಳಪು,shine
ಹಡಗು,ship
ಅಂಗಿ,shirt
ಶಿಟ್,shit
ಆಘಾತ,shock
ಶೂ,shoe
ಶೂಟ್,shoot
ಶೂಟಿಂಗ್,shooting
ಅಂಗಡಿ,shop
ಶಾಪಿಂಗ್,shopping
ತೀರ,shore
ಚಿಕ್ಕದು,short
ಶೀಘ್ರದಲ್ಲೇ,shortly
ಗುಂಡು,shot
ಮಾಡಬೇಕು,should
ಭುಜ,shoulder
ಹುಯಿಲಿಡು,shout
ಪ್ರದರ್ಶನ,show
ಶವರ್,shower
ಹೆಗಲು,shrug
ಮುಚ್ಚಿ,shut
ಅನಾರೋಗ್ಯ,sick
ಕಡೆ,side
ನಿಟ್ಟುಸಿರು,sigh
ದೃಷ್ಟಿ,sight
ಚಿಹ್ನೆ,sign
ಸಂಕೇತ,signal
ಮಹತ್ವ,significance
ಗಮನಾರ್ಹ,significant
ಗಮನಾರ್ಹವಾಗಿ,significantly
ಮೌನ,silence
ಮೂಕ,silent
ಬೆಳ್ಳಿ,silver
ಇದೇ,similar
ಅಂತೆಯೇ,similarly
ಸರಳ,simple
ಸುಮ್ಮನೆ,simply
ಪಾಪ,sin
ಅಂದಿನಿಂದ,since
ಹಾಡಿ,sing
ಗಾಯಕ,singer
ಒಂಟಿ,single
ಮುಳುಗಿಸು,sink
ಶ್ರೀಮಾನ್,sir
ಸಹೋದರಿ,sister
ಕುಳಿತುಕೊಳ್ಳಿ,sit
ಸೈಟ್,site
ಪರಿಸ್ಥಿತಿ,situation
ಆರು,six
ಗಾತ್ರ,size
ಸ್ಕೀ,ski
ಕೌಶಲ್ಯ,skill
ಚರ್ಮ,skin
ಆಕಾಶ,sky
ಗುಲಾಮ,slave
ನಿದ್ರೆ,sleep
ಸ್ಲೈಸ್,slice
ಸ್ಲೈಡ್,slide
ಸ್ವಲ್ಪ,slight
ಸ್ವಲ್ಪ,slightly
ಸ್ಲಿಪ್,slip
ನಿಧಾನ,slow
ನಿಧಾನವಾಗಿ,slowly
ಸಣ್ಣ,small
ಬುದ್ಧಿವಂತ,smart
ವಾಸನೆ,smell
ನಗು,smile
ಹೊಗೆ,smoke
ನಯವಾದ,smooth
ಸ್ನ್ಯಾಪ್,snap
ಹಿಮ,snow
ಆದ್ದರಿಂದ,so
ಕರೆಯಲ್ಪಡುವ,so-called
ಸಾಕರ್,soccer
ಸಾಮಾಜಿಕ,social
ಸಮಾಜ,society
ಮೃದು,soft
ಸಾಫ್ಟ್ವೇರ್,software
ಮಣ್ಣು,soil
ಸೌರ,solar
ಸೈನಿಕ,soldier
ಘನ,solid
ಪರಿಹಾರ,solution
ಪರಿಹರಿಸು,solve
ಕೆಲವು,some
ಯಾರೋ,somebody
ಹೇಗೋ,somehow
ಯಾರೋ,someone
ಏನೋ,something
ಕೆಲವೊಮ್ಮೆ,sometimes
ಸ್ವಲ್ಪಮಟ್ಟಿಗೆ,somewhat
ಎಲ್ಲೋ,somewhere
ಮಗ,son
ಹಾಡು,song
ಶೀಘ್ರದಲ್ಲೇ,soon
ಅತ್ಯಾಧುನಿಕ,sophisticated
ಕ್ಷಮಿಸಿ,sorry
ವಿಂಗಡಿಸು,sort
ಆತ್ಮ,soul
ಧ್ವನಿ,sound
ಸೂಪ್,soup
ಮೂಲ,source
ದಕ್ಷಿಣ,south
ದಕ್ಷಿಣ,southern
ಸೋವಿಯತ್,Soviet
ಜಾಗ,space
ಸ್ಪ್ಯಾನಿಷ್,Spanish
ಮಾತನಾಡು,speak
ಸ್ಪೀಕರ್,speaker
ವಿಶೇಷ,special
ತಜ್ಞ,specialist
ಜಾತಿಗಳು,species
ನಿರ್ದಿಷ್ಟ,specific
ನಿರ್ದಿಷ್ಟವಾಗಿ,specifically
ಭಾಷಣ,speech
ವೇಗ,speed
ಕಾಗುಣಿತ,spell
ಖರ್ಚು ಮಾಡಿ,spend
ಖರ್ಚು,spending
ಸ್ಪಿನ್,spin
ಚೈತನ್ಯ,spirit
ಆಧ್ಯಾತ್ಮಿಕ,spiritual
ವಿಭಜನೆ,split
ಮಾತನಾಡಿದರು,spoke
ವಕ್ತಾರ,spokesman
ಕ್ರೀಡೆ,sport
ಸ್ಪಾಟ್,spot
ಹರಡುವಿಕೆ,spread
ವಸಂತ,spring
ಚೌಕ,square
ಹಿಂಡು,squeeze
ಸ್ಥಿರತೆ,stability
ಅಚಲವಾದ,stable
ಸಿಬ್ಬಂದಿ,staff
ವೇದಿಕೆ,stage
ಮೆಟ್ಟಿಲು,stair
ಪಾಲನ್ನು,stake
ನಿಂತುಕೊಳ್ಳಿ,stand
ಪ್ರಮಾಣಿತ,standard
ನಿಂತಿರುವ,standing
ನಕ್ಷತ್ರ,star
ದಿಟ್ಟಿಸಿ,stare
ಆರಂಭ,start
ರಾಜ್ಯ,state
ಹೇಳಿಕೆ,statement
ನಿಲ್ದಾಣ,station
ಅಂಕಿಅಂಶಗಳು,statistics
ಸ್ಥಿತಿ,status
ಇರು,stay
ಬದಲಾಗಿ,stead
ಸ್ಥಿರ,steady
ಕದಿಯಲು,steal
ಉಗಿ,steam
ಉಕ್ಕು,steel
ಹಂತ,step
ಸ್ಟಿಕ್,stick
ಇನ್ನೂ,still
ಬೆರೆಸಿ,stir
ಸ್ಟಾಕ್,stock
ಹೊಟ್ಟೆ,stomach
ಕಲ್ಲು,stone
ನಿಂತರು,stood
ನಿಲ್ಲಿಸು,stop
ಸಂಗ್ರಹಣೆ,storage
ಅಂಗಡಿ,store
ಚಂಡಮಾರುತ,storm
ಕಥೆ,story
ನೇರ,straight
ವಿಚಿತ್ರ,strange
ಅಪರಿಚಿತ,stranger
ಕಾರ್ಯತಂತ್ರದ,strategic
ತಂತ್ರ,strategy
ಸ್ಟ್ರೀಮ್,stream
ರಸ್ತೆ,street
ಶಕ್ತಿ,strength
ಬಲಪಡಿಸು,strengthen
ಒತ್ತಡ,stress
ಹಿಗ್ಗಿಸು,stretch
ಮುಷ್ಕರ,strike
ಸ್ಟ್ರಿಂಗ್,string
ಸ್ಟ್ರಿಪ್,strip
ಸ್ಟ್ರೋಕ್,stroke
ಬಲವಾದ,strong
ಬಲವಾಗಿ,strongly
ರಚನೆ,structure
ಹೋರಾಟ,struggle
ವಿದ್ಯಾರ್ಥಿ,student
ಸ್ಟುಡಿಯೋ,studio
ಅಧ್ಯಯನ,study
ಸ್ಟಫ್,stuff
ಮೂರ್ಖ,stupid
ಶೈಲಿ,style
ವಿಷಯ,subject
ಸಲ್ಲಿಸು,submit
ನಂತರದ,subsequent
ವಸ್ತು,substance
ಗಣನೀಯ,substantial
ಕಳೆಯಿರಿ,subtract
ಯಶಸ್ವಿಯಾಗು,succeed
ಯಶಸ್ಸು,success
ಯಶಸ್ವಿ,successful
ಯಶಸ್ವಿಯಾಗಿ,successfully
ಅಂತಹ,such
ಹಠಾತ್,sudden
ಇದ್ದಕ್ಕಿದ್ದಂತೆ,suddenly
ಮೊಕದ್ದಮೆ ಹೂಡಿ,sue
ಬಳಲುತ್ತಿದ್ದಾರೆ,suffer
ಸಾಕಷ್ಟು,sufficient
ಪ್ರತ್ಯಯ,suffix
ಸಕ್ಕರೆ,sugar
ಸೂಚಿಸುತ್ತದೆ,suggest
ಸಲಹೆ,suggestion
ಆತ್ಮಹತ್ಯೆ,suicide
ಸೂಟ್,suit
ಬೇಸಿಗೆ,summer
ಶೃಂಗಸಭೆಯಲ್ಲಿ,summit
ಸೂರ್ಯ,sun
ಚೆನ್ನಾಗಿದೆ,super
ಪೂರೈಕೆ,supply
ಬೆಂಬಲ,support
ಬೆಂಬಲಿಗ,supporter
ಊಹಿಸಿಕೊಳ್ಳಿ,suppose
ಭಾವಿಸಲಾದ,supposed
ಸುಪ್ರೀಂ,Supreme
ಖಚಿತ,sure
ಖಂಡಿತವಾಗಿ,surely
ಮೇಲ್ಮೈ,surface
ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ,surgery
ಆಶ್ಚರ್ಯ,surprise
ಆಶ್ಚರ್ಯ,surprised
ಆಶ್ಚರ್ಯಕರ,surprising
ಆಶ್ಚರ್ಯಕರವಾಗಿ,surprisingly
ಸರೌಂಡ್,surround
ಸಮೀಕ್ಷೆ,survey
ಉಳಿವು,survival
ಬದುಕುಳಿಯಿರಿ,survive
ಬದುಕುಳಿದವರು,survivor
ಶಂಕಿತ,suspect
ಉಳಿಸಿಕೊಳ್ಳಲು,sustain
ಪ್ರತಿಜ್ಞೆ,swear
ಗುಡಿಸಿ,sweep
ಸಿಹಿ,sweet
ಈಜು,swim
ಸ್ವಿಂಗ್,swing
ಸ್ವಿಚ್,switch
ಉಚ್ಚಾರಾಂಶ,syllable
ಚಿಹ್ನೆ,symbol
ಲಕ್ಷಣ,symptom
ವ್ಯವಸ್ಥೆ,system
ಟೇಬಲ್,table
ಚಮಚ,tablespoon
ತಂತ್ರ,tactic
ಬಾಲ,tail
ತೆಗೆದುಕೊಳ್ಳಿ,take
ಕಥೆ,tale
ಪ್ರತಿಭೆ,talent
ಮಾತು,talk
ಎತ್ತರದ,tall
ಟ್ಯಾಂಕ್,tank
ಟ್ಯಾಪ್ ಮಾಡಿ,tap
ಟೇಪ್,tape
ಗುರಿ,target
ಕಾರ್ಯ,task
ರುಚಿ,taste
ತೆರಿಗೆ,tax
ತೆರಿಗೆದಾರ,taxpayer
ಚಹಾ,tea
ಕಲಿಸು,teach
ಶಿಕ್ಷಕ,teacher
ಬೋಧನೆ,teaching
ತಂಡ,team
ಕಣ್ಣೀರು,tear
ಟೀಚಮಚ,teaspoon
ತಾಂತ್ರಿಕ,technical
ತಂತ್ರ,technique
ತಂತ್ರಜ್ಞಾನ,technology
ಹದಿಹರೆಯದವರು,teen
ಹದಿಹರೆಯದವರು,teenager
ಹಲ್ಲುಗಳು,teeth
ದೂರವಾಣಿ,telephone
ದೂರದರ್ಶಕ,telescope
ದೂರದರ್ಶನ,television
ಹೇಳಿ,tell
ತಾಪಮಾನ,temperature
ತಾತ್ಕಾಲಿಕ,temporary
ಹತ್ತು,ten
ಒಲವು,tend
ಪ್ರವೃತ್ತಿ,tendency
ಟೆನಿಸ್,tennis
ಉದ್ವೇಗ,tension
ಡೇರೆ,tent
ಅವಧಿ,term
ನಿಯಮಗಳು,terms
ಭಯಾನಕ,terrible
ಪ್ರದೇಶ,territory
ಭಯೋತ್ಪಾದನೆ,terror
ಭಯೋತ್ಪಾದನೆ,terrorism
ಭಯೋತ್ಪಾದಕ,terrorist
ಪರೀಕ್ಷೆ,test
ಸಾಕ್ಷಿ,testify
ಪುರಾವೆಯನ್ನು,testimony
ಪರೀಕ್ಷೆ,testing
ಪಠ್ಯ,text
ಗಿಂತ,than
ಧನ್ಯವಾದಗಳು,thank
ಧನ್ಯವಾದಗಳು,thanks
ಎಂದು,that
ದಿ,the
ರಂಗಭೂಮಿ,theater
ಅವರ,their
ಅವರು,them
ಥೀಮ್,theme
ತಮ್ಮನ್ನು,themselves
ನಂತರ,then
ಸಿದ್ಧಾಂತ,theory
ಚಿಕಿತ್ಸೆ,therapy
ಅಲ್ಲಿ,there
ಆದ್ದರಿಂದ,therefore
ಇವು,these
ಅವರು,they
ದಪ್ಪ,thick
ತೆಳುವಾದ,thin
ವಿಷಯ,thing
ಯೋಚಿಸು,think
ಆಲೋಚನೆ,thinking
ಮೂರನೇ,third
ಮೂವತ್ತು,thirty
ಈ,this
ಆ,those
ಆದರೂ,though
ವಿಚಾರ,thought
ಸಾವಿರ,thousand
ಬೆದರಿಕೆ,threat
ಬೆದರಿಕೆ ಹಾಕುತ್ತಾರೆ,threaten
ಮೂರು,three
ಗಂಟಲು,throat
ಮೂಲಕ,through
ಉದ್ದಕ್ಕೂ,throughout
ಎಸೆಯಿರಿ,throw
ಹೀಗಾಗಿ,thus
ಟಿಕೆಟ್,ticket
ಕಟ್ಟು,tie
ಬಿಗಿಯಾದ,tight
ಸಮಯ,time
ಚಿಕ್ಕದು,tiny
ತುದಿ,tip
ಟೈರ್,tire
ದಣಿದ,tired
ಅಂಗಾಂಶ,tissue
ಶೀರ್ಷಿಕೆ,title
ಗೆ,to
ತಂಬಾಕು,tobacco
ಇಂದು,today
ಕಾಲ್ಬೆರಳು,toe
ಒಟ್ಟಿಗೆ,together
ಹೇಳಿದೆ,told
ಟೊಮೆಟೊ,tomato
ನಾಳೆ,tomorrow
ಸ್ವರ,tone
ನಾಲಿಗೆ,tongue
ಇಂದು ರಾತ್ರಿ,tonight
ತುಂಬಾ,too
ತೆಗೆದುಕೊಂಡಿತು,took
ಉಪಕರಣ,tool
ಹಲ್ಲು,tooth
ಮೇಲ್ಭಾಗ,top
ವಿಷಯ,topic
ಟಾಸ್,toss
ಒಟ್ಟು,total
ಸಂಪೂರ್ಣವಾಗಿ,totally
ಸ್ಪರ್ಶ,touch
ಕಠಿಣ,tough
ಪ್ರವಾಸ,tour
ಪ್ರವಾಸಿ,tourist
ಪಂದ್ಯಾವಳಿಯಲ್ಲಿ,tournament
ಕಡೆಗೆ,toward
ಕಡೆಗೆ,towards
ಗೋಪುರ,tower
ಪಟ್ಟಣ,town
ಆಟಿಕೆ,toy
ಜಾಡಿನ,trace
ಟ್ರ್ಯಾಕ್,track
ವ್ಯಾಪಾರ,trade
ಸಂಪ್ರದಾಯ,tradition
ಸಾಂಪ್ರದಾಯಿಕ,traditional
ಸಂಚಾರ,traffic
ದುರಂತ,tragedy
ಜಾಡು,trail
ರೈಲು,train
ತರಬೇತಿ,training
ವರ್ಗಾವಣೆ,transfer
ರೂಪಾಂತರ,transform
ರೂಪಾಂತರ,transformation
ಪರಿವರ್ತನೆ,transition
ಅನುವಾದಿಸು,translate
ಸಾರಿಗೆ,transportation
ಪ್ರಯಾಣ,travel
ಚಿಕಿತ್ಸೆ,treat
ಚಿಕಿತ್ಸೆ,treatment
ಒಪ್ಪಂದ,treaty
ಮರ,tree
ಪ್ರಚಂಡ,tremendous
ಪ್ರವೃತ್ತಿ,trend
ವಿಚಾರಣೆ,trial
ತ್ರಿಕೋನ,triangle
ಬುಡಕಟ್ಟು,tribe
ಟ್ರಿಕ್,trick
ಪ್ರವಾಸ,trip
ಪಡೆ,troop
ತೊಂದರೆ,trouble
ಟ್ರಕ್,truck
ನಿಜವಾಗಿ,truly
ನಂಬಿಕೆ,trust
ಸತ್ಯ,truth
ಪ್ರಯತ್ನಿಸಿ,try
ಕೊಳವೆ,tube
ಸುರಂಗ,tunnel
ತಿರುಗಿ,turn
ಟಿವಿ,TV
ಹನ್ನೆರಡು,twelve
ಇಪ್ಪತ್ತು,twenty
ಎರಡು ಬಾರಿ,twice
ಅವಳಿ,twin
ಎರಡು,two
ಮಾದರಿ,type
ವಿಶಿಷ್ಟ,typical
ವಿಶಿಷ್ಟವಾಗಿ,typically
ಕೊಳಕು,ugly
ಅಂತಿಮ,ultimate
ಅಂತಿಮವಾಗಿ,ultimately
ಸಾಧ್ಯವಾಗುವುದಿಲ್ಲ,unable
ಚಿಕ್ಕಪ್ಪ,uncle
ಅಡಿಯಲ್ಲಿ,under
ಒಳಗಾಗುತ್ತಾರೆ,undergo
ಅರ್ಥ,understand
ತಿಳುವಳಿಕೆ,understanding
ದುರದೃಷ್ಟವಶಾತ್,unfortunately
ಸಮವಸ್ತ್ರ,uniform
ಒಕ್ಕೂಟ,union
ಅನನ್ಯ,unique
ಘಟಕ,unit
ಯುನೈಟೆಡ್,United
ಸಾರ್ವತ್ರಿಕ,universal
ವಿಶ್ವ,universe
ವಿಶ್ವವಿದ್ಯಾಲಯ,university
ಅಪರಿಚಿತ,unknown
ಹೊರತು,unless
ಭಿನ್ನವಾಗಿ,unlike
ಅಸಂಭವ,unlikely
ತನಕ,until
ಅಸಾಮಾನ್ಯ,unusual
ಅಪ್,up
ಮೇಲೆ,upon
ಮೇಲಿನ,upper
ನಗರ,urban
ಒತ್ತಾಯ,urge
ನಮಗೆ,us
ಬಳಕೆ,use
ಬಳಸಲಾಗಿದೆ,used
ಉಪಯುಕ್ತ,useful
ಬಳಕೆದಾರ,user
ಸಾಮಾನ್ಯ,usual
ಸಾಮಾನ್ಯವಾಗಿ,usually
ಉಪಯುಕ್ತತೆ,utility
ರಜೆ,vacation
ಕಣಿವೆ,valley
ಬೆಲೆಬಾಳುವ,valuable
ಮೌಲ್ಯ,value
ವೇರಿಯಬಲ್,variable
ವ್ಯತ್ಯಾಸ,variation
ವಿವಿಧ,variety
ವಿವಿಧ,various
ಬದಲಾಗುತ್ತವೆ,vary
ವಿಶಾಲವಾದ,vast
ತರಕಾರಿ,vegetable
ವಾಹನ,vehicle
ಸಾಹಸ,venture
ಕ್ರಿಯಾಪದ,verb
ಆವೃತ್ತಿ,version
ವಿರುದ್ಧ,versus
ತುಂಬಾ,very
ಹಡಗು,vessel
ಅನುಭವಿ,veteran
ಮೂಲಕ,via
ಬಲಿಪಶು,victim
ಗೆಲುವು,victory
ವಿಡಿಯೋ,video
ನೋಟ,view
ವೀಕ್ಷಕ,viewer
ಗ್ರಾಮ,village
ಉಲ್ಲಂಘಿಸುತ್ತಾರೆ,violate
ಉಲ್ಲಂಘನೆ,violation
ಹಿಂಸೆ,violence
ಹಿಂಸಾತ್ಮಕ,violent
ವಾಸ್ತವಿಕವಾಗಿ,virtually
ಸದ್ಗುಣ,virtue
ವೈರಸ್,virus
ಕಾಣುವ,visible
ದೃಷ್ಟಿ,vision
ಭೇಟಿ,visit
ಸಂದರ್ಶಕ,visitor
ದೃಶ್ಯ,visual
ಪ್ರಮುಖ,vital
ಧ್ವನಿ,voice
ಸಂಪುಟ,volume
ಸ್ವಯಂಸೇವಕ,volunteer
ಮತ,vote
ಮತದಾರ,voter
ಸ್ವರ,vowel
ದುರ್ಬಲ,vulnerable
ವೇತನ,wage
ನಿರೀಕ್ಷಿಸಿ,wait
ಎಚ್ಚರ,wake
ನಡೆ,walk
ಗೋಡೆ,wall
ಅಲೆದಾಡುತ್ತಾರೆ,wander
ಬೇಕು,want
ಯುದ್ಧ,war
ಬೆಚ್ಚಗಿನ,warm
ಎಚ್ಚರಿಸು,warn
ಎಚ್ಚರಿಕೆ,warning
ಆಗಿತ್ತು,was
ತೊಳೆಯಿರಿ,wash
ತ್ಯಾಜ್ಯ,waste
ಗಡಿಯಾರ,watch
ನೀರು,water
ಅಲೆ,wave
ದಾರಿ,way
ನಾವು,we
ದುರ್ಬಲ,weak
ಸಂಪತ್ತು,wealth
ಶ್ರೀಮಂತ,wealthy
ಶಸ್ತ್ರ,weapon
ಧರಿಸುತ್ತಾರೆ,wear
ಹವಾಮಾನ,weather
ಮದುವೆ,wedding
ವಾರ,week
ವಾರಾಂತ್ಯ,weekend
ಸಾಪ್ತಾಹಿಕ,weekly
ತೂಕ,weigh
ತೂಕ,weight
ಸ್ವಾಗತ,welcome
ಕಲ್ಯಾಣ,welfare
ಚೆನ್ನಾಗಿ,well
ಹೋದರು,went
ಇದ್ದರು,were
ಪಶ್ಚಿಮ,west
ಪಶ್ಚಿಮ,western
ಒದ್ದೆ,wet
ಏನು,what
ಏನಾದರೂ,whatever
ಚಕ್ರ,wheel
ಯಾವಾಗ,when
ಯಾವಾಗಲಾದರೂ,whenever
ಎಲ್ಲಿ,where
ಆದರೆ,whereas
ಎಂಬುದನ್ನು,whether
ಯಾವ,which
ಸಮಯದಲ್ಲಿ,while
ಗುಸುಗುಸು,whisper
ಬಿಳಿ,white
ಯಾರು,who
ಸಂಪೂರ್ಣ,whole
ಯಾರನ್ನು,whom
ಯಾರ,whose
ಏಕೆ,why
ಅಗಲ,wide
ವ್ಯಾಪಕವಾಗಿ,widely
ವ್ಯಾಪಕ,widespread
ಪತ್ನಿ,wife
ಕಾಡು,wild
ತಿನ್ನುವೆ,will
ಇಚ್ಛೆ,willing
ಗೆಲುವು,win
ಗಾಳಿ,wind
ಕಿಟಕಿ,window
ವೈನ್,wine
ರೆಕ್ಕೆ,wing
ವಿಜೇತ,winner
ಚಳಿಗಾಲ,winter
ಒರೆಸಿ,wipe
ತಂತಿ,wire
ಬುದ್ಧಿವಂತಿಕೆ,wisdom
ಬುದ್ಧಿವಂತ,wise
ಹಾರೈಕೆ,wish
ಜೊತೆ,with
ಹಿಂತೆಗೆದುಕೊಳ್ಳಿ,withdraw
ಒಳಗೆ,within
ಇಲ್ಲದೆ,without
ಸಾಕ್ಷಿ,witness
ಮಹಿಳೆ,woman
ಮಹಿಳೆಯರು,women
ಮಾಡುವುದಿಲ್ಲ,won’t
ಆಶ್ಚರ್ಯ,wonder
ಅದ್ಭುತ,wonderful
ಮರ,wood
ಮರದ,wooden
ಪದ,word
ಕೆಲಸ,work
ಕೆಲಸಗಾರ,worker
ಕೆಲಸ,working
ಕೆಲಸ ಮಾಡುತ್ತದೆ,works
ಕಾರ್ಯಾಗಾರ,workshop
ಜಗತ್ತು,world
ಚಿಂತೆ,worried
ಚಿಂತೆ,worry
ಮೌಲ್ಯದ,worth
ಎಂದು,would
ಗಾಯ,wound
ಸುತ್ತು,wrap
ಬರೆಯಿರಿ,write
ಬರಹಗಾರ,writer
ಬರೆಯುವುದು,writing
ಬರೆಯಲಾಗಿದೆ,written
ತಪ್ಪು,wrong
ಬರೆದಿದ್ದಾರೆ,wrote
ಅಂಗಳ,yard
ಹೌದು,yeah
ವರ್ಷ,year
ಕೂಗು,yell
ಹಳದಿ,yellow
ಹೌದು,yes
ನಿನ್ನೆ,yesterday
ಇನ್ನೂ,yet
ಇಳುವರಿ,yield
ನೀವು,you
ಯುವ,young
ನಿಮ್ಮ,your
ನಿಮ್ಮದು,yours
ನೀವೇ,yourself
ಯುವ ಜನ,youth
ಜೊಂಬಿ,zombie
ವಲಯ,zone
ಮೃಗಾಲಯ,zoo
ಪ್ರಾಣಿಶಾಸ್ತ್ರ,zoology
